sourceFilename,examRank,questionNumber,page,classificationStatus,primaryTopicId,primarySubtopicId,confidence,matchedTerms,outOfScopeMatches,crossWaveDuplicate,style,stemExcerpt,questionHash
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,64,17,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.99,Kanban; Scrum,,False,ASSOCIATION,"Sobre metodologias de desenvolvimento de software ágeis, relacione as listadas a seguir às respectivas caracterizações. 1. Scrum 2. Kanban ( ) A sua principal ferramenta é um quadro que é dividido em colunas, cada uma representando um estágio de desenvolvimento dos elementos de funcionalidade do software. ( ) Os seus p",600cfd8228f2a80ac1c9982b999b9e33f08417afb16d2d51f9268b453f37b949
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,65,17,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.92,Java/JakartaEE; JavaScript/Node,,False,ASSERTION_SET,"O trecho de código a seguir representa um exemplo de emprego de anotações em Java: @Author( name = ""Machado de Assis"", date = ""15/03/1882"" ) @Ebook class MyBook { ... } Sobre desenvolvimento de códigos em JavaScript, considere o exemplo dado e analise as afirmativas a seguir. I. Anotações podem ser usadas pelo compilad",563f31f60a7ee1c6e39a51193ffdb59ded12124cffd77f7db49e00ade3c03cd6
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,67,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.99,DevOps; Git,,False,DIRECT_KNOWLEDGE,"DevOps integra desenvolvimento e operações, promovendo a automação e a colaboração contínua para acelerar a entrega de software e melhorar sua qualidade. Essa cultura visa otimizar todo o ciclo de vida do desenvolvimento, desde o planejamento até a produção e monitoramento, garantindo maior agilidade e confiabilidade. ",d308c326c7ce7f7fdbd848446a85f449bb226b953df0f126b4ea04426d1998fd
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,68,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-requisitos,0.99,Classificação explícita de requisitos,,False,SCENARIO,"Uma empresa pretende desenvolver uma aplicação de comércio eletrônico com uma interface web amigável utilizando JavaScript (frontend) e um backend desenvolvido em Java (backend). Na fase de especificação, foram definidos requisitos funcionais e não funcionais para assegurar que o sistema seja confiável e de fácil utili",1f96ad12fe5d9a3f9feeb6c086cb2fc19f4e827ea646def762385e2835165f9f
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,70,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-nosql,0.87,NoSQL,,False,DIRECT_KNOWLEDGE,"O termo NoSQL, abreviação de “Not Only SQL” (não apenas SQL), refere-se a uma classe de bancos de dados que abandonam o paradigma relacional. Embora os bancos relacionais sejam excelentes em muitos casos, eles não atendem todas as necessidades. À medida que os requisitos de dados e consultas mudam, os bancos de dados r",28c718e5bec403e67c64393d3e939a0b8c50d31562dbdd163dd523c9ede03bb2
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,71,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-mining,0.99,Data mining,,False,DIRECT_KNOWLEDGE,"A mineração de dados é um dos principais componentes do processo de descoberta de conhecimento em bases de dados (KDD - Knowledge Discovery in Databases). Seu objetivo é extrair padrões relevantes, previamente desconhecidos, e potencialmente úteis a partir de grandes volumes de dados. Sobre a mineração de dados, assina",adf4ebf63bd294b9ff29f74828687139e123e9e66cefd6425d03693de449bed1
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,72,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.99,IA/ML; Modelos de IA,,False,DIRECT_KNOWLEDGE,"Uma instituição financeira deseja implementar um sistema de detecção automática de fraudes em transações bancárias, com base em registros históricos rotulados como fraude e transação legítima. O objetivo é classificar novas transações em tempo real. A técnica de aprendizado de máquina supervisionado mais indicada para ",8b3deb02a6679cfdb938f086879b10e743ae009e77a0eb7bcddce26a84754cdc
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,73,19,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.99,Dados/Big Data; IA/ML,,False,DIRECT_KNOWLEDGE,"Em aplicações modernas de ciência de dados, como reconhecimento de padrões e previsão de comportamento, o aprendizado supervisionado tem se destacado por utilizar conjuntos de dados rotulados para treinar modelos capazes de generalizar para novos exemplos. Assinale a afirmativa que descreve corretamente uma característ",2b67332084412ed6d509ec22aa7907607109d19f47461db8be5626ed051bca95
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,78,20,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-nosql,0.83,NoSQL,,False,DIRECT_KNOWLEDGE,"Os principais modelos de bancos de dados NoSQL - chave-valor, documento, colunar e grafo - são indicados para diferentes tipos de dados e necessidades de aplicação. Nesse contexto, a equipe de TI do TCE-PE está avaliando qual desses modelos é mais adequado para dois sistemas distintos que estão em fase de planejamento.",c9c357470a0a97b17eb0dade9a4f270e4ec29470bf57516e0ce1d2ee8d50060f
TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,16,79,20,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-ia-fundamentos,dp26-p3-ia-generativa-llm,0.99,IA generativa/LLM,,False,DIRECT_KNOWLEDGE,"Uma forma de garantir que um modelo de linguagem revise cláusulas de confidencialidade em contratos com alta precisão é fornecer exemplos concretos de cláusulas corretas e incorretas, para que o modelo aprenda o padrão desejado antes de analisar novas cláusulas. A técnica de Engenharia de Prompt que descreve corretamen",f21269307de78a6a427149d1f7857f5c3c36fc62dd0110effda494c5e1a3807e
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,31,6,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-bpmn,0.99,BPMN,,False,DIRECT_KNOWLEDGE,"O BPMN (Business Process Model and Notation) apresenta um conjunto robusto de símbolos para modelagem de diferentes aspectos de processos de negócio. Analise a notação gráfica a seguir: De acordo com o BPMN 2.0, esta notação representa (A) uma atividade de transação. (B) um evento de sincronização. (C) um gateway inclu",6b82903a77480a7600f69f42bd45bc82de5c0a72b69943f7273e6be7c3dab782
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,32,6,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-requisitos,0.99,Elicitação; Engenharia de requisitos,,False,DIRECT_KNOWLEDGE,A elicitação de requisitos é uma atividade central da engenharia de requisitos. Assinale a técnica de elicitação que extrai informações necessárias para construir um novo sistema a partir do código fonte de um sistema legado. (A) arqueologia de sistemas. (B) entrevista dos stakeholders. (C) leitura baseada em perspecti,4c8c405d4374ec8a46b636c51dd7a8313d05bf29c6a8f77fb0db8cc2d1699be5
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,33,6,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metricas,0.99,APF,,False,DIRECT_KNOWLEDGE,"A análise de pontos de função é uma técnica de medição das funcionalidades fornecidas por um sistema de informação do ponto de vista do usuário. De acordo com a IFPUG (International Function Point Users Group), um grupo de dados ou informações de controle, identificável pelo usuário, logicamente relacionado e mantido d",ec41a89874ba900e8f2bab76c9165dc7008b2d433b36fb76eb6fc135044737c4
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,34,7,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-reuso,0.99,Padrão de projeto; Padrões GoF,,False,DIRECT_KNOWLEDGE,Um padrão de projeto é uma solução geral para um problema que ocorre com frequência dentro de um determinado contexto no projeto de software. O padrão de projeto de software denominado Bridge é um padrão (A) estrutural que desacopla uma abstração de sua implementação para que os dois possam variar independentemente. (B,5b2e51978dec1b68dc23d60907109df6030da4fa2387946b1f282c7f6d2ca0a9
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,37,7,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-cobit,0.99,COBIT 2019,,False,SCENARIO,"De acordo com o COBIT 2019, considera-se um Fator de Design que pode influenciar na adequação do sistema de governança de uma empresa: (A) computação em nuvem. (B) cultura e comportamento. (C) estrutura organizacional. (D) pessoas e competências. (E) perfil de risco.",32494f46b6ce490a574c76d91afeba3fa9eb9db28e050d766ea006f225df670d
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,38,7,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.99,SOA; Web services,,False,DIRECT_KNOWLEDGE,"SOA é um padrão de arquitetura de software de baixo acoplamento e baseada em princípios de computação distribuída. Na arquitetura SOA, o UDDI define um padrão para (A) renderização de documentos XML em navegadores web. (B) ofuscação de informações em banco de dados relacionais. (C) transferência de ficheiros entre comp",f19029b5b14a54d139344fb0c0419a2dcbff133988e14ba9d7f091c88de48113
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,39,7,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-itil,0.99,ITIL 4,,False,DIRECT_KNOWLEDGE,"De acordo com o ITIL 4, a dimensão do gerenciamento de serviço que define as atividades, controles e procedimentos necessários para alcançar os objetivos acordados é a de (A) fluxos e processos de valor. (B) informação e tecnologia. (C) organizações e pessoas. (D) parceiros e fornecedores. (E) riscos e incidentes.",d835e6d7404cdf72092701b6ba7f7294fdc4e790b1e6eebb49a904a80d3ff84c
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,40,7,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.99,JPA/Hibernate; Java/JakartaEE,,False,DIRECT_KNOWLEDGE,"Analise o código a seguir, escrito em linguagem Java e com anotações do Hibernate 6.1. Considere que os métodos de acesso get e set foram omitidos da especificação das classes abaixo para efeitos de brevidade. Sobre o modelo de banco de dados decorrente deste mapeamento objeto-relacional, é correto afirmar que (A) o at",8ab8eddc1e35feb317dace10657d0ce78c8b3b48de534140f6f42d43202c60f9
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,52,9,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-seguranca,dp26-p3-esp-si-iso,0.99,ISO 27001/27002,,False,DIRECT_KNOWLEDGE,"A norma NBR ISO/IEC 27001:2022 é composta por um conjunto de controles que as organizações interessadas em implementar um sistema de gestão de segurança da informação devem adotar. De acordo com esta norma, um exemplo de controle organizacional é (A) o uso de criptografia. (B) a classificação das informações. (C) a pre",b9089b00698e6f776f3ef18e6be7036836abfa0c50eb4762c04bfdf2b66963c5
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,56,9,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ux-cms,0.99,Acessibilidade; UX/usabilidade,,False,CONCEPT_COMPARISON,"Seggundo o eMAG - Modelo de Acessibilidade em Governo Eletrônico, Versão 3.1, o processo para desenvolver um sítio acessível é realizado em três passos. Em relação ao tema, avalie se as afirmativas a seguir são verdadeiras (V) ou falsas (F). ( ) Seguir os padrões Web: Para criar um ambiente online efetivamente acessíve",409a9b9ac422ceb012140722ab2ddc123e37ef456a42819af0e08ac065f70f78
tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,17,60,10,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.99,Data Warehouse; ETL/OLAP,,False,ASSERTION_SET,"Os data warehouse existem para facilitar consultas ocasionais e complexas com uso intensivo de dados. Com relação às aplicações e funcionalidades típicas de um data warehouse, avalie se as afirmativas a seguir são verdadeiras (V) ou falsas (F): I. No Roll-up, os níveis cada vez menores de detalhes dos dados são revelad",1478bc36299917ad73f24e57cb1587b464686c23eff1548320ef461c6c52a01e
analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,19,38,11,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-lai,dp26-p3-leg-lai-capitulos,0.99,LAI,,False,DIRECT_KNOWLEDGE,"Em matéria de disposições gerais sobre restrições de acesso à informação, o texto da Lei nº 12.527/2011 estabelece que (A) o acesso à informação necessária à tutela judicial ou administrativa de direitos fundamentais pode ser negado, desde que fundamentado em parecer subscrito por três servidores públicos de carreira. ",b2d37fff120733b7990acb83187886e9422b1c7cc6024b78bb01c8e92c43b5ef
analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,19,49,14,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-testes,0.99,TDD/BDD; Tipos de teste,,False,DIRECT_KNOWLEDGE,"Durante o processo de construção de software, a metodologia de Desenvolvimento Orientado a Testes é muito aplicada. A ordem utilizada na prática do TDD é (A) escrever a funcionalidade após escrever os testes unitários e, por fim, refatorar o código implementado. (B) escrever os testes unitários após escrever a funciona",0462e65a9819ce82833fe65d476917f62e0319960bf777928f6b30f0a59768f2
analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,19,56,16,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-normalizacao,0.99,Normalização,,False,DIRECT_KNOWLEDGE,A tabela PUBSTREAM registra os usuários de uma plataforma de streaming de filmes escolhendo seus filmes favoritos. As colunas UsrID e FilmeID compõe a chave primária da tabela.  Cada usuário possui um identificador único UsrID e um nome UsrNome.  Cada filme possui um identificador único FilmeID e um nome FilmeNome. ,465c580a1cfae0d75a0c82175f2d29daa9b9db9392f35d2ee9ad56af6e41a95c
analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,19,67,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-marco-civil,dp26-p3-leg-marco-civil-capitulos,0.99,Marco Civil,,False,DIRECT_KNOWLEDGE,"Alfama Telecom oferece ao mercado de consumo, ao mesmo tempo, serviços de telefonia e de internet por banda larga. A fim de maximizar seus lucros, passa a privilegiar a qualidade das ligações telefônicas, deixando mais lenta para os usuários a velocidade de conexão da internet em serviços e aplicativos que realizam cha",83d6b4df9b5608d2324432ee7a37bc38817a606d6371a7e12e760ec02a506090
analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,19,68,18,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd-capitulos,0.99,LGPD,,False,DIRECT_KNOWLEDGE,"Ao solicitar a concessão de crédito ao Banco Dínamo, Veridiana foi surpreendida com o oferecimento de taxa de juros muito acima daquela praticada pelo mercado. Inconformada ao descobrir que o cálculo fora feito unicamente com base em tratamento automatizado de seus dados pessoais, requereu à instituição financeira o ac",47da68e91957f492bae89a1b05eea48c8a6dd2147671202ea3f8e21fa92c5e67
analista_judiciario_tecnologia_da_informacao.pdf,21,53,11,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-seguranca,dp26-p3-esp-si-iso,0.88,ISO 27001/27002,,False,DIRECT_KNOWLEDGE,"A ISO/IEC 27001 é uma norma internacional que estabelece diretrizes para um Sistema de Gestão da Segurança da Informação (SGSI). O principal objetivo da implementação de um SGSI, segundo a ISO/IEC 27001, é (A) gerenciar exclusivamente os riscos financeiros da empresa. (B) garantir que os dados estejam sempre disponívei",7dff65869140a0d201e62a110ebd23d1e87d733aca8cd0a91ece520e1bb0c25b
analista_judiciario_tecnologia_da_informacao.pdf,21,54,11,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-nosql,0.83,NoSQL,,False,CONCEPT_COMPARISON,"Os bancos de dados NoSQL são uma categoria de sistemas de gerenciamento de banco de dados (SGBD) projetados para lidar com dados não estruturados ou semiestruturados, ou seja, dados que não seguem um modelo de esquema rígido como o relacional (SQL). O termo NoSQL (que originalmente significava “sem SQL”) evoluiu para s",2ca704f19ef1f5d0df811bebdf1618ee52a63976140f1a75f2ae71ac8dcf93a4
analista_judiciario_tecnologia_da_informacao.pdf,21,65,13,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-blockchain,0.99,Blockchain,,False,DIRECT_KNOWLEDGE,"A Blockchain é uma tecnologia conhecida por sua segurança e transparência. Uma de suas principais características é a descentralização, que elimina a necessidade de uma autoridade central para validar as transações. Um conceito diretamente relacionado a essa característica da Blockchain é o de (A) Contratos Inteligente",7faa21bc80f38e1fd4c5ddef64917dbc463ff23ce1937520586e38da78213bac
analista_judiciario_tecnologia_da_informacao.pdf,21,66,13,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-seguranca,dp26-p3-esp-si-iso,0.99,ISO 27001/27002,,False,CONCEPT_COMPARISON,"A ISO/IEC 27002 é uma norma que complementa a ISO/IEC 27001 e descreve as melhores práticas para implementar controles de segurança da informação. Ela oferece orientações sobre como aplicar esses controles, mas de forma não prescritiva. Em relação à abordagem da ISO/IEC 27002, é correto afirmar que (A) fornece uma list",a52eaa5a43d416585a744ee26305f0ea213f0bbf2b812e367896cd0031824c1c
analista_judiciario_tecnologia_da_informacao.pdf,21,68,13,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd-capitulos,0.99,LGPD,,False,DIRECT_KNOWLEDGE,A Lei Geral de Proteção de Dados Pessoais (LGPD) estabelece uma série de regras para o tratamento de dados pessoais no Brasil. Assinale a afirmativa correta acerca das bases legais para o tratamento de dados pessoais previstas pela LGPD. (A) A empresa pode tratar os dados pessoais de um cliente sem a necessidade de qua,7fa4ef0983c9ed124ed1ae32ed3e6bbeeff697fa00b3293843fa17f4317520e6
analista_judiciario_analise_de_sistemas.pdf,22,51,12,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-normalizacao,0.99,Normalização,,False,DIRECT_KNOWLEDGE,"A normalização de esquemas de bancos de dados é feita a partir das dependências funcionais existentes entre as colunas de uma tabela. Além disso, é possível combinar dependências e derivar novas dependências a partir de axiomas preestabelecidos. Considerando uma tabela hipotética, com colunas X, Y e Z, o axioma da tran",2f94f3e8105faa86d3d6fe5fdaec55e1e7689d1611f6240525ea9613c094ebcd
analista_judiciario_analise_de_sistemas.pdf,22,52,12,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.99,DOM; HTML/CSS/Ajax,,False,DIRECT_KNOWLEDGE,"Analise o comando a seguir no contexto de uma página Web. document.getElementById(""xpto"").style.display = ""none""; Além do caso exemplificado, a propriedade display de um elemento HTML aceita vários outros valores. Dentre eles, estão: (A) “block” e “inline”; (B) “header” e “footer”; (C) “left” e “right”; (D) “paragraph”",e2b52dd422b15f75fd25ed79e53990795bae0ea53b8918c87a4cb29f4aefffbb
analista_judiciario_analise_de_sistemas.pdf,22,56,13,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-bpmn,0.97,BPMN,,False,SCENARIO,"A modelagem com BPMN permite visualizar os processos de negócios de uma organização, definindo o fluxo de execução das atividades e os atores envolvidos, através de uma notação gráfica. Segundo a notação utilizada pelos diagramas BPMN, uma regra é que: (A) enquanto lane é utilizado para definir um ator mais amplo, como",397edc32117a52fc5ad3b4b25bfce8467686a7bd0039f638d10717776adc425b
analista_judiciario_analise_de_sistemas.pdf,22,65,15,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-leg-lgpd,dp26-p3-leg-lgpd-capitulos,0.92,LGPD,,False,DIRECT_KNOWLEDGE,"A MEGK é uma indústria farmacêutica com sede na Alemanha e possui uma fábrica no Brasil. A unidade brasileira da MEGK tem estimulado que profissionais de saúde que atuam no território nacional coletem dados pessoais de saúde de pacientes em tratamento com fármacos produzidos na fábrica do Brasil, de modo a apoiar seu c",88b642d5735f6382b15a60b3196e131fe22942597ed4558b2a6e02d9faaed613
analista_judiciario_analise_de_sistemas.pdf,22,67,15,AUTO_CLASSIFIED_HIGH_CONFIDENCE,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metricas,0.99,APF,,False,DIRECT_KNOWLEDGE,"A AP1 é uma aplicação que apresenta dados na forma de listagem para os usuários em uma página Web. Para cada listagem, AP1 calcula a quantidade de dados listados. Os dados são recuperados de um banco de dados mantido pela aplicação AP2. Em Análise de Pontos de Função (APF), a função de transação para apresentação de da",7b86014a0b31cc864eb8734caa3ff376940b881e7b714730fa0c4a3ee1636e25
