sourceFilename,examRank,questionNumber,page,classificationStatus,primaryTopicId,primarySubtopicId,confidence,matchedTerms,outOfScopeMatches,style,stemExcerpt,questionHash
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,60,17,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-dml,0.69,DML,,DIRECT_KNOWLEDGE,"Observe os registros incluídos na tabela Processo pelo seguinte script SQL: INSERT INTO Processo (processoID, descricao) VALUES (1, 'Tributário'); INSERT INTO Processo (processoID, descricao) VALUES (2, 'Divórcio'); INSERT INTO Processo (processoID, descricao) VALUES (3, 'Trabalhista'); SELECT * FROM PROCESSO; Para con",ff0b1fbeee3e866bcdcbd28b910bf754e7fb6558a88a11b2e8715f3156ab8a51
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,62,17,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-dml,0.69,DML,,DIRECT_KNOWLEDGE,"Observe a transação SQL a seguir. BEGIN; INSERT INTO Parte (ParteID, NomeParte) VALUES (1, 'Mariana Souza'); SAVEPOINT insercao; INSERT INTO Parte (ParteID, NomeParte) VALUES (2, 'Joca Silva'); SAVEPOINT insercao; INSERT INTO Parte (ParteID, NomeParte) VALUES (3, 'Luiz Almeira'); ROLLBACK TO SAVEPOINT insercao; RELEASE",f1ceb15d5048dc8bc71fa075e4897d278001a856824e864fabdc5bda68ecf3c7
analista_em_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,7,50,10,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-dml,0.69,DML,,DIRECT_KNOWLEDGE,"Para as tabelas T1 e T3, descritas anteriormente, a execução do comando SQL delete from T3 where E = (select min(E) from T3) and (select count(*) from T3 t where t3.A = t.A) > 1 causaria na instância da tabela T3 a: (A) preservação de todas as linhas; (B) remoção da linha 2, 110, 10; (C) remoção da linha 2, 120, 10; (D",62152f9ff98d363527252b0d183c506d4ea354add150dd6e7a41ae56c6d8f846
analista_judiciario_desenvolvimento_de_sistemas.pdf,9,63,11,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sgbd,0.69,SGBD,,ASSERTION_SET,"O H2 Database é um sistema de gerenciamento de banco de dados relacional open source desenvolvido em Java. A respeito de características do H2 Database, avalie as afirmativas a seguir. I. O modo incorporado é mais lento que o modo servidor. II. No modo servidor, uma aplicação abre um banco de dados remotamente por meio",b6a89b082beeab61e12dacca329e36a095aa265d5f061a836f650b5e13500d42
analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,10,37,10,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.69,HTML/CSS/Ajax,,CODE_TRACE,"Ao implementar algumas funcionalidades em sua página pessoal, Lucas fez um teste, com base no código Java Script apresentado a seguir, em um trecho do HTML. <script> const f = function(...v){ a = v.length>0?v.length*v[0]:0; v.splice(0,1); return a==0?a:a+f(...v); } console.log(f(...[1,2,3,...[0,1],3,2])); </script> Qua",c52f614dd4a91864f6ee70ad6ae588ef77ae0ca1e69793ae1a54e6436ef0ee41
DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,11,59,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.69,Web services,,DIRECT_KNOWLEDGE,"Luana criou um Web Service do tipo RESTful e disponibilizou um conjunto de serviços relacionados ao cadastro de pessoas físicas no sistema de sua empresa, tendo como referência o servidor local, no endereço http://s01. Ao acessar o endereço http://s01/pessoa/1200, pelo método PUT do protocolo HTTP, um sistema cliente: ",2fd436a8a6f209a464c2b8f7b8fc0614aec8994141d26b8c73ba0842455b17fe
analista_judiciario_analise_de_sistemas (1).pdf,15,35,9,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.69,Web services,,DIRECT_KNOWLEDGE,O analista de sistemas Pedro desenvolveu o webservice RService aplicando o estilo de arquitetura REST (Representational State Transfer). As aplicações clientes que utilizam o RService são desenvolvidas de forma desacoplada e dissociada de RService e manipulam os recursos de RService através de representações transferid,22e872fa9963b4ee2f7db4c737c91fe8a9083a02366687e4c325799dda406e8c
analista_judiciario_area_apoio_especializado_especialidade_analise_de_sistemas_de_informacao.pdf,4,66,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.7,ETL/OLAP,,DIRECT_KNOWLEDGE,"Depois de implementar um cubo de dados, carregando dados de diversos bancos de dados, o analista Davi precisa desenvolver a camada de visualização dos dados para que os tomadores de decisão possam analisá-los em diversas granularidades e por diferentes perspectivas. No Power BI, para visualizar dados multidimensionais ",ba54dbb7194d9f59c5393d3697c5cedf01f77684915eaed9b8fa8d5dbcaa68e9
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,5,52,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.7,DDL,,DIRECT_KNOWLEDGE,"Considere um esquema relacional criado com o seguinte script SQL. create table E1( a int not null primary key, b int not null) create table E2( c int not null, d int not null foreign key references E1(a)) Para evitar a introdução de erros de integridade na tabela E2 decorrentes da remoção de registros da tabela E1, a c",8edbb5268b1a2a2f48acc60dfad2fd713d82fa9f300db43ea404226c4e560bb5
analista_previdenciario_especialidade_analista_de_sistemas.pdf,8,44,9,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.7,CI/CD,,DIRECT_KNOWLEDGE,"Metodologia Ágil é uma abordagem utilizadas para gerenciar e executar projetos de desenvolvimento de software, com foco na flexibilidade, colaboração e entrega contínua de valor. No contexto da Metodologia Ágil Scrum, a seguinte atividade é realizada durante a cerimônia de ""Sprint Retrospective"": (A) os membros da equi",b501378739b50b1692990b9503fc252f8f0083b4b8e49ad3bf0eb47d1bac9f28
analista_judiciario_tecnologia_da_informacao_analista_de_sistemas.pdf,14,51,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.7,DDL,,DIRECT_KNOWLEDGE,"Observe o script SQL do PostgreSQL a seguir. CREATE TABLE partes ( id INT PRIMARY KEY, nome VARCHAR(100)); CREATE TABLE processos ( id INT PRIMARY KEY, numero_processo VARCHAR(50)); CREATE TABLE audiencias ( id INT PRIMARY KEY, processo_id INT, FOREIGN KEY (processo_id) REFERENCES processos(id)); CREATE TABLE partes_pr",695f038276f19800284f8f1cdd9a2244e4d14c1c3897b6c2ad46bb10adf133df
analista_judiciario_analise_de_sistemas (1).pdf,15,52,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-metadados,0.7,Metadados,,SCENARIO,"A equipe de analistas de sistemas do TJDFT desenvolveu o Operator COperator para o servidor OpenShift OSServer do Tribunal a fim de automatizar o gerenciamento da aplicação Kubernetes AppK. Para implantar o COperator no formato Bundle através do OLM (Operator Lifecycle Manager) do OSServer, a equipe precisou definir os",47d3fa72d617b3477e2ae8a52692b44bdbc8c096caaf4ce57cfce540fe86a225
analista_judiciario_desenvolvimento_de_sistemas.pdf,9,61,11,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.72,API/interoperabilidade; Mensageria; Web services,,DIRECT_KNOWLEDGE,"Uma API REST (Representational State Transfer) é uma interface que permite a comunicação entre sistemas utilizando um determinado protocolo, em que os recursos são acessados e manipulados por meio de requisições padrão como GET, POST, PUT e DELETE, seguindo princípios de simplicidade, escalabilidade e independência de ",3fa3ee30633f93711e49d5d17855de8df5d2978bc858e02197fbd651a4899411
analista_judiciario_tecnologia_da_informacao_analista_de_sistemas.pdf,14,40,11,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-reuso,0.72,Padrão de projeto,,DIRECT_KNOWLEDGE,"Como arquiteto de software, Pedro optou por adotar um estilo arquitetural híbrido derivado de vários outros. Analisando as vantagens e desvantagens do estilo Representational State Transfer (REST), Pedro observou como vantagem: (A) o cache no cliente, que aumenta a confiabilidade já que mantém os dados atualizados; (B)",aa76f757ba8fc197b9669626854b07e3db0b43b902c36980fa29067d1b6c6e48
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,59,17,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.73,SQL,,DIRECT_KNOWLEDGE,"O administrador de banco de dados Pedro criou o papel dadosadm para cadastrar os funcionários do MPU que desempenham a função de Administrador de Dados usando o seguinte comando SQL no PostgreSQL: CREATE ROLE dadosadm WITH LOGIN PASSWORD 'admin'; Para que o papel dadosadm possa alterar a estrutura, bem como adicionar e",2cd784d623b479328ac33842fea589809ba1f321d6c3391bb85adcbba8624e62
DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,11,60,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.73,Java/JakartaEE,,DIRECT_KNOWLEDGE,"André está desenvolvendo um sistema com uso de EJBs, os objetos distribuídos da plataforma Java, e resolveu estudar a arquitetura adotada na plataforma JEE. Sua análise levou à conclusão de que a implementação do pool de Session Beans segue o padrão: (A) Proxy; (B) Adapter; (C) Flyweight; (D) Abstract Factory; (E) Chai",a8c37a9334091a8a7f95c739159536e2f1c94c8425089665f59be40a670075a7
analista_judiciario_area_apoio_especializado_especialidade_analise_de_sistemas_de_informacao.pdf,4,65,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.74,ETL/OLAP,,DIRECT_KNOWLEDGE,"A implementação de um banco de dados analítico requer a carga de dados extraídos de outros bancos. Cada banco de dados de origem implementa as suas próprias chaves para identificar seus registros. Para evitar conflitos com as chaves utilizadas nos bancos de dados de origem dos sistemas transacionais, a rotina ETL de um",c8360bfedd155bb2b29fee1606e68f9b6738433b3a28cb9fded1ae89161bb81e
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,46,14,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-visualizacao,0.74,Visualização,,DIRECT_KNOWLEDGE,"A analista de Business Intelligence Maria implementou um Dashboard sobre os processos judiciais do MPU por Estado no PowerBI. O usuário João solicitou a Maria que, ao clicar na entidade “Estado”, fosse aberta uma nova página com gráficos exibindo informações com detalhes sobre o “Estado” selecionado. Com a nova página ",87618f0028845f7ed18df51890c84e15140f9cf0371a1b537c356d7169b53003
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,54,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-relacional-multidimensional,0.74,Relacional/multidimensional,,DIRECT_KNOWLEDGE,"A analista de Business Intelligence Lúcia está elaborando o modelo multidimensional do Data Mart Processos Judiciais (DMProcJ). Durante sua análise, ela observou que o número do processo judicial (num_processo) não é uma métrica, mas sim um atributo importante, pois representa o menor grão do DMProcJ e pode ser usado p",ce670e0d69abbefe2638a3d900ab868e770d2624f6730b184ef656c1a18a9ac3
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,56,16,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.74,SQL,,DIRECT_KNOWLEDGE,"No processo de realizar análises nos dados armazenados em um banco de dados relacional, o perito Charles está implementando diversas consultas SQL. Ele precisa acessar o resultado dessas consultas diversas vezes, como se fosse uma tabela, em um ciclo de refinamento analítico contínuo. Em um banco de dados relacional, p",138f5de68b175d1e28ea551d309e7413679c500df4a25d4103b59e3e7bd9c175
analista_judiciario_desenvolvimento_de_sistemas.pdf,9,49,9,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.74,SQL,,DIRECT_KNOWLEDGE,"Ao projetar um banco de dados, espera-se atualizar valores de alguns campos de uma tabela a cada vez que um novo registro é inserido em outra tabela. Para que isso aconteça sem a intervenção do usuário, deve ser implementada, em SQL, a estrutura denominada (A) FUNCTION. (B) SCHEMA. (C) TRIGGER. (D) UPDATE. (E) VIEW.",3a889b07a7b11f8ab860cd6c7ead374e57fa2c8ae08ae508b328cf9e159f2608
DPERS - analista_area_de_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,11,53,12,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.74,Containers,,DIRECT_KNOWLEDGE,"Analise a descrição básica de uma tag utilizada no HTML. “É um container inline que é usado para aplicar marcações de estilo a de um texto ou documento, e pode facilmente ser manipulado por código JavaScript.” De acordo com essas características, é muito provável que o texto refira-se à tag: (A) <details> (B) <div> (C)",c3824310ba4ca5b232e6cbc7a01f2f54aa48fb05b7cb36241f0a1d4c82a3bcb7
analista_judiciario_tecnologia_de_informacao_analise_de_sistemas.pdf,12,70,15,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.74,ETL/OLAP,,DIRECT_KNOWLEDGE,"Para integrar os dados de diversas fontes, Julia desenvolveu um ETL para executar ações sobre os dados como: extrair, limpar, agregar, transformar e carregar dados em um banco de dados destino visando apoiar análises históricas. Para implementar as ações sobre os dados em um ETL, Julia utilizou: (A) steps e fluxos de d",06fec456c3d5bb2066297e5f04199745c9d754c1732b80e7e56629b3d37d8724
analista_judiciario_analise_de_sistemas (1).pdf,15,48,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-integridade,0.74,Integridade,,DIRECT_KNOWLEDGE,"No SQL Server 19, o comando de criação de restrições de chaves estrangeiras (em inglês, foreign key constraints) oferece as cláusulas ON DELETE e ON UPDATE, cujo conjunto de opções permitidas é: (A) CASCADE, NO ACTION, RAISE ERROR e SET NULL; (B) CASCADE, NO ACTION, RESTRICT e SET NULL; (C) CASCADE, NO ACTION, SET DEFA",2763e854234fdd0124ca26f0fb1a3bdaa61229b318b871e2524afc4cb5488042
analista_previdenciario_especialidade_analista_de_sistemas.pdf,8,61,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.7575,Data Warehouse; ETL/OLAP,,DIRECT_KNOWLEDGE,"Data Warehouse (Armazém de Dados) é uma solução de armazenamento de dados projetada para consolidar e gerenciar grandes volumes de dados provenientes de diversas fontes de forma eficiente e estruturada. É uma ferramenta crucial para análise de dados, relatórios e tomada de decisões empresariais. No contexto de um Data ",4bc938fc0205811b90c1656fb922c4584b2ce891cddf22080a2d94707b289c4f
2025 DPE RO - analista_de_sistemas_classe_b.pdf,13,60,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-reuso,0.76,Padrão de projeto,,DIRECT_KNOWLEDGE,"Uma interface de programação de aplicativos (API, Application Programming Interface) fornece uma maneira de integrar aplicações e conectar componentes em arquiteturas de microsserviços. Uma API REST (Representational State Transfer, ou transferência de estado representacional) (A) proporciona conformidade integrada, fa",9bf4ae15c878b44e209d44a057aa241b418c3cc344d752ff951e8bb9a794e690
analista_em_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,7,52,10,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.77,CI/CD,,DIRECT_KNOWLEDGE,"Observe o quadro comparativo a seguir, publicado em sites ligados ao estudo e à investigação de diferentes estratégias/metodologias para implementar um sistema ágil de desenvolvimento ou gestão de projetos. Aspectos X Y Ritmo Sprints Fluxo contínuo Funções Funções bem definidas Sem funções necessárias Entregas Final de",4efecacc858810b81cb444e609b49ab86bd8c4c519942e51222f75cea830d4ea
analista_legislativo_desenvolvedor_de_sistemas.pdf,3,33,11,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-reuso,0.78,Padrões GoF,,CONCEPT_COMPARISON,"Queremos construir uma aplicação WEB em JAVA em três camadas. Sobre a utilização do padrão de projeto MVC nesta aplicação, assinale a afirmativa correta. (A) A primeira camada, ou camada de apresentação, e a segunda camada, ou camada de negócios, ambas implementam uma versão do MVC. (B) A camada de apresentação corresp",1b64857a4ff794273c2aed88af74dd35362e550f4ad8b16e01d0a6b26ddb723d
analista_legislativo_desenvolvedor_de_sistemas.pdf,3,68,22,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-integridade,0.78,Integridade,,DIRECT_KNOWLEDGE,"Seja o esquema de um banco de dados relacional seguinte, criado pelo usuário U1, que possui direito de criação de tabelas no ambiente: AUTOR ( id_autor <PK>, nome_autor ) RELATORIO ( id_rel <PK>, conteudo, id_autor <FK>, data_registro ) Restrições de integridade: Tabela AUTOR: id_autor é chave primária; nome_autor  NU",ef749da53d14131a069e4ce837c0d3b3603b0d0e9895e8c046434e38e0dc7eb0
analista_judiciario_area_apoio_especializado_especialidade_analise_de_sistemas_de_informacao.pdf,4,55,11,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.78,Framework frontend,,CODE_TRACE,Considere o seguinte código de um componente funcional do React Native: function printTheme(props) { const theme = useState(props?.index?0:1); try { console.log(theme); } catch (e) { console.log(e); } return <Text>{theme}</Text>; } Considere feitas as importações necessárias. Ao ser utilizado em uma aplicação React Nat,296e795a083219b1c4f6d859433fda7f4e6d29278a4731a9c192b067a1cf4c78
analista_judiciario_area_apoio_especializado_especialidade_analise_de_sistemas_de_informacao.pdf,4,62,12,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.78,Containers,,DIRECT_KNOWLEDGE,"Carla precisa integrar dois serviços criados com tecnologia Node.js: o primeiro é um backend na arquitetura REST e o segundo, um frontend que consome os serviços do primeiro. Os serviços executam no Docker, respectivamente, através dos contêineres back001 e front001, e apenas front001 oferece acesso no ambiente externo",31715b49c2a7569147f3c7c3eed5bf9e6d47734a8d840db4d99612632a8d8ed3
analista_judiciario_apoio_especializado_tecnologia_da_informacao_desenvolvimento_de_sistemas.pdf,5,51,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.78,DDL,,DIRECT_KNOWLEDGE,"Considere uma tabela relacional criada a partir do script SQL a seguir. create table xpto ( a int primary key, b int not null, c int not null, d int not null) De acordo com as formas normais das tabelas relacionais, o conjunto de dependências funcionais que deve necessariamente ser verificado é: (A) a -> b, a -> c, a -",6c8661e405de87507768b8af90952a41d4c2ae1942279d827136302b4c8ced29
analista_do_mpu_desenvolvimento_de_sistemas.pdf,6,65,19,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.78,Framework frontend,,DIRECT_KNOWLEDGE,"Ministerio_WEB é uma aplicação Web desenvolvida em multicamadas que utiliza o padrão arquitetural REST, cujo backend tem por base uma Application Programming Interface (API) e cujo frontend foi desenvolvido em React.JS. Foi padronizado que todas as funcionalidades para pesquisa de dados devem entregar os resultados aos",04c5511faba2a22cb95794c5e92237bf30f0ecc4690153085cbd8654d26b8ba8
analista_previdenciario_especialidade_analista_de_sistemas.pdf,8,63,13,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-bi,dp26-p3-esp-bi-visualizacao,0.78,Visualização,,DIRECT_KNOWLEDGE,"Power BI é uma ferramenta de análise de dados e visualização desenvolvida pela Microsoft. Ela permite que empresas e usuários individuais criem relatórios interativos e dashboards dinâmicos para análise e visualização de dados. No Power BI, a opção mais adequada para criar uma medida que calcula a soma de vendas acumul",f83cca1843431f9b7ab693d694e51b826c41fbd327ddae418be2d57176e37211
analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_tarde.pdf,10,40,10,AUTO_CLASSIFIED_REVIEW_REQUIRED,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.78,XP,,DIRECT_KNOWLEDGE,"A fase de testes de software em processos ágeis se caracteriza pela elaboração dos testes antes da implementação do código, permitindo a execução do teste enquanto o código está sendo escrito. A característica do XP que tem como fundamento esse conceito de teste é o: (A) desenvolvimento de testes incrementais a partir ",f26ceac1144f8080bd228294097aeb067462dda2243b36e73e04386d469346b9
